/*
 * File: /result.txt
 * Created Date: Thursday November 30th 2023
 * Author: Zihan
 * -----
 * Last Modified: Thursday, 30th November 2023 12:58:48 pm
 * Modified By: the developer formerly known as Zihan at <wzh4464@gmail.com>
 * -----
 * HISTORY:
 * Date      		By   	Comments
 * ----------		------	---------------------------------------------------------
 */

[11/30 12:52:51 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [30/74], Training loss: 2.3562560081481934, device: cuda:2
[11/30 12:52:55 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [37/74], Training loss: 2.4056754112243652, device: cuda:2
[11/30 12:52:55 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [40/74], Training loss: 2.61606502532959, device: cuda:1
[11/30 12:52:55 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [48/74], Training loss: 2.688847780227661, device: cuda:0
[11/30 12:52:56 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [38/74], Training loss: 2.48352313041687, device: cuda:2
[11/30 12:52:56 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [41/74], Training loss: 2.6107699871063232, device: cuda:1
[11/30 12:52:56 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [49/74], Training loss: 2.3826682567596436, device: cuda:0
[11/30 12:52:57 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [42/74], Training loss: 2.5592565536499023, device: cuda:1
[11/30 12:52:57 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [39/74], Training loss: 2.5451231002807617, device: cuda:2
[11/30 12:52:57 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [50/74], Training loss: 2.301734685897827, device: cuda:0
[11/30 12:52:57 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [43/74], Training loss: 3.0019280910491943, device: cuda:1
[11/30 12:52:57 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [40/74], Training loss: 2.6562952995300293, device: cuda:2
[11/30 12:52:57 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [51/74], Training loss: 2.3397204875946045, device: cuda:0
[11/30 12:52:58 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [44/74], Training loss: 2.8813421726226807, device: cuda:1
[11/30 12:52:58 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [41/74], Training loss: 2.258852481842041, device: cuda:2
[11/30 12:52:58 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [52/74], Training loss: 2.4843077659606934, device: cuda:0
[11/30 12:52:59 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [42/74], Training loss: 2.955238103866577, device: cuda:2
[11/30 12:52:59 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [45/74], Training loss: 2.593726634979248, device: cuda:1
[11/30 12:52:59 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [53/74], Training loss: 2.332087755203247, device: cuda:0
[11/30 12:52:59 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [43/74], Training loss: 2.5872700214385986, device: cuda:2
[11/30 12:52:59 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [46/74], Training loss: 2.081068515777588, device: cuda:1
[11/30 12:53:00 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [54/74], Training loss: 2.2590489387512207, device: cuda:0
[11/30 12:53:00 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [44/74], Training loss: 2.0359814167022705, device: cuda:2
[11/30 12:53:00 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [47/74], Training loss: 1.9819318056106567, device: cuda:1
[11/30 12:53:00 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [55/74], Training loss: 2.385220766067505, device: cuda:0
[11/30 12:53:01 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [45/74], Training loss: 2.949124574661255, device: cuda:2
[11/30 12:53:01 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [48/74], Training loss: 2.498483657836914, device: cuda:1
[11/30 12:53:01 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [56/74], Training loss: 2.292017698287964, device: cuda:0
[11/30 12:53:02 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [49/74], Training loss: 2.1030538082122803, device: cuda:1
[11/30 12:53:02 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [46/74], Training loss: 2.2502281665802, device: cuda:2
[11/30 12:53:02 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [57/74], Training loss: 2.629279136657715, device: cuda:0
[11/30 12:53:02 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [47/74], Training loss: 2.9626083374023438, device: cuda:2
[11/30 12:53:02 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [50/74], Training loss: 2.568326950073242, device: cuda:1
[11/30 12:53:02 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [58/74], Training loss: 2.3875746726989746, device: cuda:0
[11/30 12:53:03 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [48/74], Training loss: 2.265657424926758, device: cuda:2
[11/30 12:53:03 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [51/74], Training loss: 2.506524085998535, device: cuda:1
[11/30 12:53:03 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [59/74], Training loss: 2.3247017860412598, device: cuda:0
[11/30 12:53:04 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [52/74], Training loss: 2.4817471504211426, device: cuda:1
[11/30 12:53:04 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [49/74], Training loss: 1.8183789253234863, device: cuda:2
[11/30 12:53:04 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [60/74], Training loss: 2.609096050262451, device: cuda:0
[11/30 12:53:04 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [50/74], Training loss: 2.545930862426758, device: cuda:2
[11/30 12:53:04 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [53/74], Training loss: 1.9859144687652588, device: cuda:1
[11/30 12:53:04 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [61/74], Training loss: 2.7784805297851562, device: cuda:0
[11/30 12:53:05 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [54/74], Training loss: 2.3631362915039062, device: cuda:1
[11/30 12:53:05 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [51/74], Training loss: 2.5612683296203613, device: cuda:2
[11/30 12:53:05 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [62/74], Training loss: 2.1608779430389404, device: cuda:0
[11/30 12:53:06 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [55/74], Training loss: 2.0194926261901855, device: cuda:1
[11/30 12:53:06 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [52/74], Training loss: 2.4690396785736084, device: cuda:2
[11/30 12:53:06 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [63/74], Training loss: 2.1549901962280273, device: cuda:0
[11/30 12:53:06 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [53/74], Training loss: 2.89435076713562, device: cuda:2
[11/30 12:53:06 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [56/74], Training loss: 2.5476584434509277, device: cuda:1
[11/30 12:53:06 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [64/74], Training loss: 2.8360376358032227, device: cuda:0
[11/30 12:53:07 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [54/74], Training loss: 2.450137138366699, device: cuda:2
[11/30 12:53:07 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [57/74], Training loss: 2.3904008865356445, device: cuda:1
[11/30 12:53:07 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [65/74], Training loss: 2.329373359680176, device: cuda:0
[11/30 12:53:08 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [55/74], Training loss: 2.7571723461151123, device: cuda:2
[11/30 12:53:08 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [58/74], Training loss: 2.5343189239501953, device: cuda:1
[11/30 12:53:08 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [66/74], Training loss: 2.1525440216064453, device: cuda:0
[11/30 12:53:08 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [56/74], Training loss: 2.3848299980163574, device: cuda:2
[11/30 12:53:08 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [59/74], Training loss: 1.7269716262817383, device: cuda:1
[11/30 12:53:08 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [67/74], Training loss: 2.503976821899414, device: cuda:0
[11/30 12:53:09 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [57/74], Training loss: 2.4546968936920166, device: cuda:2
[11/30 12:53:09 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [60/74], Training loss: 2.127293109893799, device: cuda:1
[11/30 12:53:09 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [68/74], Training loss: 2.5570363998413086, device: cuda:0
[11/30 12:53:10 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [58/74], Training loss: 2.414567708969116, device: cuda:2
[11/30 12:53:10 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [61/74], Training loss: 2.4823408126831055, device: cuda:1
[11/30 12:53:10 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [69/74], Training loss: 2.4714367389678955, device: cuda:0
[11/30 12:53:10 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [59/74], Training loss: 2.470128059387207, device: cuda:2
[11/30 12:53:10 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [62/74], Training loss: 2.138808250427246, device: cuda:1
[11/30 12:53:11 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [70/74], Training loss: 2.911344051361084, device: cuda:0
[11/30 12:53:11 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [63/74], Training loss: 2.231527805328369, device: cuda:1
[11/30 12:53:11 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [60/74], Training loss: 2.6270370483398438, device: cuda:2
[11/30 12:53:11 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [71/74], Training loss: 2.1258130073547363, device: cuda:0
[11/30 12:53:12 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [61/74], Training loss: 2.7595691680908203, device: cuda:2
[11/30 12:53:12 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [64/74], Training loss: 2.4932024478912354, device: cuda:1
[11/30 12:53:12 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [72/74], Training loss: 2.224306583404541, device: cuda:0
[11/30 12:53:12 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [62/74], Training loss: 2.3924360275268555, device: cuda:2
[11/30 12:53:12 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [65/74], Training loss: 2.5674123764038086, device: cuda:1
[11/30 12:53:13 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [73/74], Training loss: 2.4155218601226807, device: cuda:0
[11/30 12:53:13 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [63/74], Training loss: 2.5379433631896973, device: cuda:2
[11/30 12:53:13 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [66/74], Training loss: 2.249937057495117, device: cuda:1
[11/30 12:53:14 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [67/74], Training loss: 2.867323637008667, device: cuda:1
[11/30 12:53:14 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [64/74], Training loss: 2.173560857772827, device: cuda:2
[11/30 12:53:14 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [68/74], Training loss: 2.6594581604003906, device: cuda:1
[11/30 12:53:14 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [65/74], Training loss: 2.2399179935455322, device: cuda:2
[11/30 12:53:15 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [69/74], Training loss: 2.23052716255188, device: cuda:1
[11/30 12:53:15 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [66/74], Training loss: 2.2934794425964355, device: cuda:2
[11/30 12:53:16 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [70/74], Training loss: 2.277893543243408, device: cuda:1
[11/30 12:53:16 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [67/74], Training loss: 2.4786925315856934, device: cuda:2
[11/30 12:53:16 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [71/74], Training loss: 1.47878098487854, device: cuda:1
[11/30 12:53:17 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [68/74], Training loss: 2.2218761444091797, device: cuda:2
[11/30 12:53:17 dam-vp]: [Prompt Validating] Epoch: 45, Val acc: 0.28823529411764703
[11/30 12:53:17 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [72/74], Training loss: 2.298931121826172, device: cuda:1
[11/30 12:53:17 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [69/74], Training loss: 2.2018094062805176, device: cuda:2
[11/30 12:53:18 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [73/74], Training loss: 2.3917014598846436, device: cuda:1
[11/30 12:53:18 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [70/74], Training loss: 2.7940104007720947, device: cuda:2
[11/30 12:53:18 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [0/74], Training loss: 2.2737457752227783, device: cuda:0
[11/30 12:53:19 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [71/74], Training loss: 2.340747594833374, device: cuda:2
[11/30 12:53:19 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [1/74], Training loss: 2.571561813354492, device: cuda:0
[11/30 12:53:19 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [72/74], Training loss: 2.5425796508789062, device: cuda:2
[11/30 12:53:20 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [2/74], Training loss: 2.148610830307007, device: cuda:0
[11/30 12:53:20 dam-vp]: [Prompt Finetuning] Epoch: [45/50], Step: [73/74], Training loss: 2.3593106269836426, device: cuda:2
[11/30 12:53:21 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [3/74], Training loss: 2.0250589847564697, device: cuda:0
[11/30 12:53:21 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [4/74], Training loss: 2.1956090927124023, device: cuda:0
[11/30 12:53:22 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [5/74], Training loss: 2.048356056213379, device: cuda:0
[11/30 12:53:22 dam-vp]: [Prompt Validating] Epoch: 45, Val acc: 0.38823529411764707
[11/30 12:53:23 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [6/74], Training loss: 2.7575221061706543, device: cuda:0
[11/30 12:53:23 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [7/74], Training loss: 2.415226459503174, device: cuda:0
[11/30 12:53:24 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [0/74], Training loss: 2.6440823078155518, device: cuda:1
[11/30 12:53:24 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [8/74], Training loss: 2.376850128173828, device: cuda:0
[11/30 12:53:24 dam-vp]: [Prompt Validating] Epoch: 45, Val acc: 0.2529411764705882
[11/30 12:53:25 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [1/74], Training loss: 2.42507004737854, device: cuda:1
[11/30 12:53:25 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [9/74], Training loss: 2.027366876602173, device: cuda:0
[11/30 12:53:25 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [2/74], Training loss: 2.132390260696411, device: cuda:1
[11/30 12:53:25 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [10/74], Training loss: 2.3138227462768555, device: cuda:0
[11/30 12:53:26 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [0/74], Training loss: 2.4478278160095215, device: cuda:2
[11/30 12:53:26 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [3/74], Training loss: 2.4315738677978516, device: cuda:1
[11/30 12:53:26 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [11/74], Training loss: 3.023196220397949, device: cuda:0
[11/30 12:53:27 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [1/74], Training loss: 2.3275649547576904, device: cuda:2
[11/30 12:53:27 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [4/74], Training loss: 1.9362478256225586, device: cuda:1
[11/30 12:53:27 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [12/74], Training loss: 2.3697683811187744, device: cuda:0
[11/30 12:53:27 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [2/74], Training loss: 2.529046058654785, device: cuda:2
[11/30 12:53:27 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [5/74], Training loss: 2.5346293449401855, device: cuda:1
[11/30 12:53:28 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [13/74], Training loss: 2.49294114112854, device: cuda:0
[11/30 12:53:28 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [3/74], Training loss: 2.2810847759246826, device: cuda:2
[11/30 12:53:28 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [6/74], Training loss: 2.3579397201538086, device: cuda:1
[11/30 12:53:28 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [14/74], Training loss: 2.2726383209228516, device: cuda:0
[11/30 12:53:29 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [4/74], Training loss: 2.6914262771606445, device: cuda:2
[11/30 12:53:29 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [7/74], Training loss: 2.4965708255767822, device: cuda:1
[11/30 12:53:29 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [15/74], Training loss: 2.2481582164764404, device: cuda:0
[11/30 12:53:29 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [5/74], Training loss: 2.412424325942993, device: cuda:2
[11/30 12:53:30 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [8/74], Training loss: 2.908320188522339, device: cuda:1
[11/30 12:53:30 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [16/74], Training loss: 2.4662015438079834, device: cuda:0
[11/30 12:53:30 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [6/74], Training loss: 2.0315489768981934, device: cuda:2
[11/30 12:53:30 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [9/74], Training loss: 2.7631938457489014, device: cuda:1
[11/30 12:53:30 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [17/74], Training loss: 2.344668388366699, device: cuda:0
[11/30 12:53:31 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [7/74], Training loss: 2.290337562561035, device: cuda:2
[11/30 12:53:31 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [10/74], Training loss: 2.3697307109832764, device: cuda:1
[11/30 12:53:31 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [18/74], Training loss: 2.223449945449829, device: cuda:0
[11/30 12:53:31 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [8/74], Training loss: 2.182710886001587, device: cuda:2
[11/30 12:53:32 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [11/74], Training loss: 2.697340726852417, device: cuda:1
[11/30 12:53:32 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [19/74], Training loss: 2.514894723892212, device: cuda:0
[11/30 12:53:32 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [9/74], Training loss: 2.9585537910461426, device: cuda:2
[11/30 12:53:32 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [12/74], Training loss: 2.5660228729248047, device: cuda:1
[11/30 12:53:32 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [20/74], Training loss: 2.2354061603546143, device: cuda:0
[11/30 12:53:33 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [10/74], Training loss: 2.1524178981781006, device: cuda:2
[11/30 12:53:33 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [13/74], Training loss: 1.888764500617981, device: cuda:1
[11/30 12:53:33 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [21/74], Training loss: 2.628396987915039, device: cuda:0
[11/30 12:53:33 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [11/74], Training loss: 2.417304039001465, device: cuda:2
[11/30 12:53:34 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [14/74], Training loss: 2.823789596557617, device: cuda:1
[11/30 12:53:34 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [22/74], Training loss: 1.932938814163208, device: cuda:0
[11/30 12:53:34 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [12/74], Training loss: 2.280850410461426, device: cuda:2
[11/30 12:53:34 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [15/74], Training loss: 2.156491279602051, device: cuda:1
[11/30 12:53:34 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [23/74], Training loss: 2.3675119876861572, device: cuda:0
[11/30 12:53:35 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [13/74], Training loss: 2.8683693408966064, device: cuda:2
[11/30 12:53:35 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [16/74], Training loss: 1.9880602359771729, device: cuda:1
[11/30 12:53:35 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [24/74], Training loss: 2.224428653717041, device: cuda:0
[11/30 12:53:35 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [14/74], Training loss: 2.714841842651367, device: cuda:2
[11/30 12:53:36 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [17/74], Training loss: 2.3202757835388184, device: cuda:1
[11/30 12:53:36 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [25/74], Training loss: 2.024303913116455, device: cuda:0
[11/30 12:53:36 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [15/74], Training loss: 2.2495250701904297, device: cuda:2
[11/30 12:53:36 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [18/74], Training loss: 2.225584030151367, device: cuda:1
[11/30 12:53:36 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [26/74], Training loss: 2.1860570907592773, device: cuda:0
[11/30 12:53:37 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [16/74], Training loss: 2.1965136528015137, device: cuda:2
[11/30 12:53:37 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [19/74], Training loss: 2.7478487491607666, device: cuda:1
[11/30 12:53:37 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [27/74], Training loss: 2.3994202613830566, device: cuda:0
[11/30 12:53:37 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [17/74], Training loss: 2.701197385787964, device: cuda:2
[11/30 12:53:38 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [20/74], Training loss: 2.4227616786956787, device: cuda:1
[11/30 12:53:38 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [28/74], Training loss: 1.9680883884429932, device: cuda:0
[11/30 12:53:38 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [18/74], Training loss: 2.2269439697265625, device: cuda:2
[11/30 12:53:38 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [21/74], Training loss: 2.152912139892578, device: cuda:1
[11/30 12:53:39 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [29/74], Training loss: 2.1842870712280273, device: cuda:0
[11/30 12:53:39 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [19/74], Training loss: 2.593655586242676, device: cuda:2
[11/30 12:53:39 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [22/74], Training loss: 2.405891180038452, device: cuda:1
[11/30 12:53:39 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [30/74], Training loss: 2.4485368728637695, device: cuda:0
[11/30 12:53:40 dam-vp]: [Prompt Finetuning] Epoch: [46/50], Step: [20/74], Training loss: 1.854516625404358, device: cuda:2
